,evtps_id,ev_id,source_id,source_text,notes
0,,ev_559,,今河南怀废府孟县西三十五里。（治水述要）,
0,,ev_560,,河决滑州灵河县。（滑县志）,
0,,ev_561,,襄州汉水涨溢数丈《宋史》卷61《五行一上》,
0,,ev_562,,八月河溢郓城等处。（山东通志）,
0,,ev_563,,十月诏缘汴河州县长使，夹岸植榆柳以固堤防。（祥符县志）,
0,,ev_564,,大雨《宋史》卷1《太祖纪一》,
0,,ev_565,,春正月修畿内河堤。（宋史本纪）,
0,,ev_566,,八月齐州河决。（宋史五行志）,
0,,ev_566,,五行志作建隆四年。按建隆四年，即乾德元年。,
0,,ev_567,,京师雨《宋史》卷1《太祖纪一》,
0,,ev_568,,水损田《宋史》卷61《五行一上》,
0,,ev_569,,"秋七月秦州暴水溺民。其后赤河决东平之竹村，七州之地，复罹水灾《宋史·本纪》, 《宋史·河渠志》",
0,,ev_569,,遣使案行，将治古堤。议者以旧河不可卒复，力役且大，遂止；但诏民治遥堤，以御冲注之患。其后赤河决东平之竹村，七州之地复罹水灾。（宋史河渠志）,
0,,ev_570,,水，坏民庐舍数百区，牛畜死者甚众《宋史》卷61《五行一上》,
0,,ev_571,,秋大雨，七月决阳武，河中，孟州成灾。又溢郓州、淄州、济州成灾。,
0,,ev_571,,“秋大雨霖，开封府河决阳武。又孟州水涨，坏中洋桥梁，澶、郓亦言河决，诏发兵治之。”(《宋史·河渠志》),
0,,ev_572,,八月河决阳武，溢河阳，郓州成灾。《宋史·五行志·河渠志》,
0,,ev_572,,《宋史·五行志》八月癸卯，河决阳武县；乙卯，河溢河阳，坏民居；己未，郓州河水溢，没田。,
0,,ev_572,,开封府河决，溢阳武。河中府、孟州并河水涨，孟州坏中潬军营、民舍数百区。河坏堤岸石，又溢于郓州，坏民田。,
0,,ev_573,,九月决澶州《宋史·本纪》,
0,,ev_573,,辛巳，河决澶州。《宋史》卷2《太祖纪二》,
0,,ev_574,,十月济水溢邹平《宋史·本纪》丙寅，济水溢邹平《宋史》卷2《太祖纪二》,
0,,ev_574,,淄州、济州并河溢，害邹平、高苑县民田《宋史》卷61《五行一上》,
0,,ev_575,,蕲州大雨水，坏民庐舍。《宋史》卷61《五行一上》,
0,,ev_576,,六月甲午东阿县河溢损民田。（宋史五行志）,
0,,ev_576,,今山东泰安府东阿县治。（治水述要）,
0,,ev_577,,六月甲辰观城县河决坏居民庐舍，注大名。（宋史五行志）,
0,,ev_577,,观城今山东曹州府观城县西。（治水述要）,
0,,ev_578,,七月荥泽县河南北堤坏。（宋史五行志）,
0,,ev_578,,今河南开封府荥泽县治。（治水述要）,
0,,ev_579,,八月，滑州河决，坏灵河县大堤，诏殿前都指挥使韩重斌、马步军都军头王廷义等督士卒丁夫数万人治之。（宋史河渠志）丙辰，河决滑州，坏灵河大堤《宋史》卷2《太祖纪二》,
0,,ev_579,,灵河县堤坏，水东注卫南县境及南华县城。（五行志）卫南今河南卫辉府滑县治。南华今直棣大名府东明县东南。（治水述要）,
0,,ev_579,,闰八月河水流入曹州南华县（今东明东北）。澶州卫南县（滑州之东），郓州界,
0,,ev_579,,河溢入南华县《宋史》卷2《太祖纪二》,
0,,ev_580,,庚子，水坏高苑县城。《宋史》卷2《太祖纪二》,
0,,ev_581,,宿州汴水溢坏堤。《宋史》卷61《五行一上》,
0,,ev_582,,泗州淮溢《宋史》卷61《五行一上》,
0,,ev_583,,衡州大雨水月余《宋史》卷61《五行一上》,
0,,ev_584,,八月甲申，河溢入卫州城，民溺死者数百。《宋史·太祖本纪》,
0,,ev_585,,正月，帝以河堤屡决，分遣使行视，发畿甸丁夫缮治。自是岁以为常，皆以正月首事，季春而毕。是月，诏开封大名府、郓澶滑孟濮齐淄沧棣滨德博怀卫郑等州长吏，并兼本州河堤使，盖以谨力役而重水患也。（宋史河渠志）,
0,,ev_585,,岁修之制，于此始。,
0,,ev_586,,六月州府二十三雨水，江河泛滥成灾《宋史·五行志》,
0,,ev_586,,六月河溢，坏民田庐舍。（宋史五行志）,
0,,ev_587,,八月梁州霖雨，河涨，坏民庐舍及城壁公署。（宋史五行志）,
0,,ev_588,,三月至闰五月决晋祠水及筑长堤壅汾水，灌太原城。水退后，城多圮坏《长编》,
0,,ev_589,,汴决下邑《宋史》卷2《太祖纪二》,
0,,ev_590,,河决《宋史》卷61《五行一上》,
0,,ev_591,,帝驻潞州，积雨累日未止《宋史》卷65《五行三》,
0,,ev_592,,大雨霖《宋史》卷65《五行三》,
0,,ev_593,,是岁，青、蔡、宿、淄、宋诸州水，真定、澶、滑、博、洺、齐、颍、蔡、陈、亳、宿、许州水，害秋苗《宋史》卷61《五行一上》,
0,,ev_594,,河决《宋史》卷61《五行一上》,
0,,ev_595,,六月河溢。（宋史本纪）,
0,,ev_596,,十二月增河堤。（宋史本纪）,
0,,ev_597,,河水溢东阿。（山东通志）,
0,,ev_598,,水灾，害民田《宋史》卷61《五行一上》,
0,,ev_599,,六月，汴水决宋州谷熟县济阳镇。又郓州河及汶、清河皆溢，注东阿县及陈空镇，坏仓库、民舍。（山东通志）,
0,,ev_599,,自此濮郓单州河决水溢，坏官廨民田，至五年六年不已。（单县志）,
0,,ev_599,,六月河溢郓州，汶、清河皆溢，注东阿县及陈空镇。,
0,,ev_600,,六月郑州河决原武县。（宋史五行志）,
0,,ev_600,,六月，……郓州河及汶清河皆溢，注东阿县及陈空镇，坏仓库民舍。郑州河决原武县。,
0,,ev_600,,乙酉，河决原武，汴决谷熟《宋史》卷2《太祖纪二》,
0,,ev_601,,十一月河决澶渊泛数州。（宋史河渠志）,
0,,ev_601,,冬十一月河决澶州东，汇于濮郓，坏民田。命颍州团练使曹翰往塞之。（宋史本纪）,
0,,ev_601,,庚戌，河决澶州《宋史》卷2《太祖纪二》,
0,,ev_602,,郓州河及汶、清河皆溢，注东阿县及陈空镇，坏仓库、民舍。蔡州淮及白露、舒、汝、庐、颍五水并涨，坏庐舍、民田《宋史》卷61《五行一上》,
0,,ev_603,,癸亥，汴决宋城《宋史》卷2《太祖纪二》,
0,,ev_604,,青、齐州水伤田《宋史》卷61《五行一上》,
0,,ev_605,,正月诏缘河州县委长吏课民种榆柳，及土地所宜之木。仍案户籍高下，定为五等：第一等岁树五十本，第二等以下递减十本。民欲广树艺者听，其孤、寡、惸、独者免。（河南通志）,
0,,ev_606,,三月诏开封等十七州府，各置河堤判官一员，以本州通判充；如通判缺员。即以本州判官充。（宋史河渠志）,
0,,ev_607,,"五月河大决濮阳，澶、滑、济、郓、曹、濮六州大水。又大决大名府朝城，河南北各州大水。《宋史·河渠志》, 《长编》, 《宋史·五行志》",
0,,ev_607,,五月，河大决濮阳。《宋史·河渠志》六月河又决开封府阳武县之小刘村。 《宋史·五行志》,
0,,ev_607,,辛未，河决濮阳，命颍州团练使曹翰往塞之。丁亥，河南、北淫雨，澶、滑、济、郓、曹、濮六州大水《宋史》卷3《太祖纪三》,
0,,ev_608,,六月又决阳武，诏发诸州兵及丁夫凡五万人，遣颍州团练曹翰护其役。（淮系年表）,
0,,ev_608,,宋史五行志作阳武县之小刘村。,
0,,ev_608,,六月决阳武县小刘村，汴决谷熟。修阳武堤。汴又决郑州,
0,,ev_608,,己丑，河决阳武，汴决谷熟《宋史》卷3《太祖纪三》,
0,,ev_609,,六月诏曰：“夏后治水，但言导河至海，随山浚川，未闻力制湍流，广营高岸。自战国专利，堙塞故道，小以妨大，私而害公，九河之制遂隳，历代之患弗弭。”（宋史河渠志）,
0,,ev_610,,六月下诏缙绅多士、草泽之伦，有素习河渠之书，深知疏导之策，许诣阙上书。（两河清汇）,
0,,ev_610,,时东鲁逸人田告者，纂《禹元经》十二篇，帝闻之，召至阙下，询以治水之道，善其言，将授以官，以亲老固辞归养，从之。（宋史河渠志）,
0,,ev_611,,曹瀚亲督工徒，未几，决河皆塞。（宋史河渠志）,
0,,ev_612,,八月河溢卫州。（宋史本纪）,
0,,ev_613,,忠州江水涨二百尺《宋史》卷61《五行一上》,
0,,ev_614,,大水《宋史》卷61《五行一上》,
0,,ev_615,,师雨，连旬不止。河南、河北诸州皆大霖雨《宋史》卷65《五行三》,
0,,ev_616,,六月河决郓州杨刘口、怀州获嘉县《长编》《宋史·五行志》,
0,,ev_617,,春正月修卫县河。（宋史本纪）,
0,,ev_618,,怀州河决获嘉县。（宋史五行志）,
0,,ev_618,,唐贞观八年，移郓州治于须昌，即东平获嘉县，与荥泽、河阴两县接壤。（淮系年表）,
0,,ev_619,,郓州河决杨刘口。怀州河决获嘉县。 《宋史·五行志》,
0,,ev_619,,郓州河决杨刘口。怀州河决获嘉县。颍州淮、渰民舍、田疇甚众 《宋史》卷61《五行一上》,
0,,ev_620,,历亭县御河决。单州、濮州并大雨水，坏州廨、仓库、军营、民舍。 《宋史》卷61《五行一上》,
0,,ev_621,,并水伤田《宋史》卷61《五行一上》,
0,,ev_622,,六月安阳河溢，坏民居。（宋史本纪）,
0,,ev_622,,今河南彰德府安阳县治（治水述要）五行志作四月。,
0,,ev_623,,水《宋史》卷61《五行一上》,
0,,ev_624,,五月濮州河决郭龙村。（宋史五行志）,
0,,ev_624,,河决《宋史》卷3《太祖纪三》,
0,,ev_625,,六月澶州河决顿邱县。（宋史五行志）,
0,,ev_625,,顿邱在清丰县西（淮系年表）,
0,,ev_626,,五月，河决濮州郭龙村。六月，澶州河决顿丘县。 《宋史·五行志》,
0,,ev_627,,京师大雨水。沂州大雨，入城，坏居舍、田苗《宋史》卷61《五行一上》,
0,,ev_628,,庚寅，洛阳大雨，分命近臣诣祠庙祈晴《宋史》卷3《太祖纪三》,
0,,ev_629,,京师大雨水。淄州水害田《宋史》卷61《五行一上》,
0,,ev_630,,大霖雨《宋史》卷65《五行三》,
0,,ev_631,,"七月河决孟州温县、郑州荥泽、澶州顿邱、滑州白马《长编》, 《宋史·本纪》",
0,,ev_632,,六月孟州河决，坏温县堤七十余步。（宋史五行志）,
0,,ev_632,,今河南怀废府温县治（治水述要）本纪作七月。,
0,,ev_633,,郑州河溢坏荥泽县宁王村堤三十余步。（宋史五行志）,
0,,ev_634,,又涨于澶州，坏英公村堤三十步。（宋史五行志）,
0,,ev_635,,闰月河溢开封等八县，害稼。（宋史本纪）,
0,,ev_636,,皆发缘河诸州丁夫塞之。又遣左卫大将军李崇矩骑置自陕西至沧、隶，案行水势。视堤岸之缺，亟缮治之。（宋史本纪）,
0,,ev_637,,七月癸未，河决荥泽、顿丘、白马、温县。闰七月己酉，河溢开封等八县，害稼。 《宋史·太宗本纪》,
0,,ev_637,,郑州坏荥泽县宁王村堤三十余步；又涨于澶州、坏英公堤三十步。 《宋史·五行志》,
0,,ev_638,,管城县焦肇水暴涨，逾京水。颍州颍水涨，坏城门、军营、民舍《宋史》卷61》五行一上》,
0,,ev_639,,己酉，河溢开封等八县，害稼《宋史》卷4《太宗纪一》,
0,,ev_640,,兴州江水溢，濮州大水，汴水溢《宋史》卷4《太宗纪一》,
0,,ev_641,,四月，河决怀州获嘉县.滑州灵阿县已塞复决。十二月发卒塞治.《长编》,
0,,ev_642,,命使十七人分治黄河堤，以备水患。（宋史河渠志）,
0,,ev_643,,五月怀州河决获嘉县北注。（宋史五行志）,
0,,ev_644,,夏，河决荥阳，诏守素发郑之丁夫千五百人，与卒千人领护塞之。（宋史翟守素傅）,
0,,ev_645,,十月滑州灵河县河塞复决，命西上阁门使郭守文率卒塞之。（宋史河渠志）,
0,,ev_646,,泗州大水，汴水决宁陵县《宋史》卷4《太宗纪一》,
0,,ev_647,,九月己卯卫州河决汲县坏新阳堤。（宋史五行志）卫州河决汲县，坏新场堤。 《宋史·五行志》,
0,,ev_647,,《淮系年表》作澶州河涨，卫州河决汲县，盖以为澶州在魏州之下游，上游即决于先，下游无继涨之理。,
0,,ev_647,,河决《宋史》卷4《太宗纪一》,
0,,ev_648,,九月澶州河涨。（宋史五行志）,
0,,ev_649,,三月，河南府洛水涨七尺，坏民舍。《宋史·五行志》,
0,,ev_650,,八月，滑州黎阳县河清。《宋史·五行志》,
0,,ev_651,,河南府洛水涨七尺，坏民舍。泰州雨水害稼。宋州河决宋城县《宋史》卷61《五行一上》,
0,,ev_652,,河决宋城县《宋史》卷61《五行一上》,
0,,ev_653,,汴水决《宋史》卷4《太宗纪一》,
0,,ev_654,,大水《宋史》卷4《太宗纪一》,
0,,ev_655,,郓州清、汶二水涨，坏东阿县民田。复州沔阳县湖晶涨，坏民舍、田稼《宋史》卷61《五行一上》,
0,,ev_656,,"四月壅晋祠及汾水毁太原城。河决怀州《长编》, 《河南通志》",
0,,ev_657,,癸卯朔，大霖雨《宋史》卷4《太宗纪一》,
0,,ev_658,,连旬雨不止《宋史》卷65《五行三》,
0,,ev_659,,颍州大水，徐州白沟溢入城《宋史》卷4《太宗纪一》,
0,,ev_660,,七月河中府河涨入城，成灾。北洛河溢，水入鄜州、延州城《宋史·五行志》,
0,,ev_661,,"八月泾河溢，入宁州城《长编》, 《宋史·本纪》",
0,,ev_662,,河中府河涨，陷连堤，溢入城，坏军营七所、民舍百余区。（宋史五行志）,
0,,ev_663,,滑州治河防，材苇未具，命神祐驰往垣曲，伐薪蒸四百万以济其用。（宋史李神祐传）,
0,,ev_664,,大水《宋史》卷4《太宗纪一》,
0,,ev_665,,三月、七月，京兆府渭水涨成灾。《宋史·五行志》,
0,,ev_666,,七月河决范济口。（宋史本纪）,
0,,ev_666,,七月，大名府河决范济口，河大涨蹙清河浸郓州。,
0,,ev_667,,十月，河决怀州武陟县，害民田。（宋史五行志）,
0,,ev_667,,十月，河决怀武陟县成灾（武陟，纪、长编作武德，宋无武德县）,
0,,ev_668,,河大涨蹙清河，凌郓州，城将陷，塞其门，急奏以闻。诏殿前承旨刘吉驰往固之。（宋史河渠志）,
0,,ev_668,,"袁廓知郓州，会河决溢入城，浸居人庐舍。（宋史袁廓传）
清河渭洛水。（淮系年表）",
0,,ev_669,,渭水涨，坏浮梁，溺死五十四人《宋史》卷61《五行一上》,
0,,ev_670,,水害稼《宋史》卷61《五行一上》,
0,,ev_671,,均州涢水、均水、汉水并涨，坏民舍，人畜死者甚众。又河决临邑县，汉阳军江水涨五丈《宋史》卷61《五行一上》,
0,,ev_672,,河决范济口，淮水，汉水，易水皆溢，关陕诸州大水《宋史》卷4《太宗纪一》,
0,,ev_673,,大名府御河涨，坏范济口。南剑州江水涨，坏居民舍一百四十余区。京兆府咸阳渭水涨，坏浮梁，工人溺死五十四人《宋史》卷61《五行一上》,
0,,ev_674,,河决临济县，汉阳军大水《宋史》卷4《太宗纪一》,
0,,ev_674,,六月河决临邑县。《宋史》卷61《五行一上》,
0,,ev_674,,（六月）河决齐州临邑（纪、长编临邑作临济，宋无临济县。）,
0,,ev_674,,六月，河决临济县。 《宋史·太宗本纪》,
0,,ev_675,,河决《宋史》卷4《太宗纪一》,
0,,ev_676,,河决《宋史》卷4《太宗纪一》,
0,,ev_677,,"七月，河、江、汉、滹沱、胡卢、易水皆泛溢成灾。《宋史·五行志》, 《长编》, 《宋史·本纪》",
0,,ev_678,,"八月，徐州清河涨一丈七尺溢出。《宋史·五行志》, 《长编》, 《宋史·本纪》",
0,,ev_679,,"九月，宿州睢水溢泛民舍六十里。是夏及秋黄淮之间各县均有水灾《宋史·五行志》, 《长编》, 《宋史·本纪》",
0,,ev_679,,睢溢，浸田六十里《宋史》卷4《太宗纪一》,
0,,ev_680,,八年五月，河大决滑州韩村，泛澶、濮、曹、济诸州民田，坏居人庐舍，东南流至彭城界入于淮。诏发丁夫塞之，堤久不成。（宋史河渠志）,
0,,ev_680,,"河决滑州徐沛大水。（沛县志）
此河入淮之始也。（治河奏绩书）
韩村在滑州东北，塞河未成。时使者议分水，一北入王莽河，一南入灵河节减暴流。不报。（淮系年表）",
0,,ev_680,,河决滑州，过澶、濮、曹、济，东南入于淮《宋史》卷4《太宗纪一》,
0,,ev_681,,十二月，滑州言决河塞，群臣称贺。（宋史河渠志）,
0,,ev_682,,是夏及秋，开封、浚仪、酸枣、阳武、封丘、长垣、中牟、尉氏、襄邑、雍丘等县河水害民田。 《宋史·五行志》,
0,,ev_683,,河南府澍雨，洛水涨五丈余，坏巩县官署、军营、民舍殆尽。《宋史·五行志》,
0,,ev_684,,谷、洛、伊、瀍四水暴涨，坏京城官署、军营、寺观、祠庙、民舍万余区，溺死者以万计。,
0,,ev_684,,六月，谷、洛、瀍、涧溢，坏官民舍万余区，溺死者以万计，陕州河涨坏浮梁成灾。,
0,,ev_684,,谷、洛、瀍、涧溢，坏官民舍万余区，溺死者以万计，巩县坏殆尽《宋史》卷4《太宗纪一》,
0,,ev_685,,陕州河涨，坏浮梁；又永定涧水涨，坏民舍、军营千余区。河南府澍雨，洛水涨五丈余，坏巩县官署、军营、民舍殆尽。鄜州河水涨，溢入城，坏官寺、民舍四百余去。荆门军长林县山水暴涨，坏民舍五十一区，溺死五十六人《宋史》卷61《五行一上》,
0,,ev_685,,六月，陕州河涨，坏浮梁。（宋史五行志）,
0,,ev_686,,河、江、汉、滹沱及祁之资、沧之胡卢、雄之易恶池水，皆溢为患《宋史》卷4《太宗纪一》,
0,,ev_687,,河水害民田《宋史》卷61《五行一上》,
0,,ev_688,,"八月，延州南北西河（清水及洛水）河溢入城为灾，孟州河溢为灾。《宋史·本纪》, 《宋史·五行志》",
0,,ev_689,,九年春，滑州复言房村河决，帝曰：“近以河决韩村，发民治堤不成，安可重困吾民，当以诸军代之。”乃发卒五万，以侍卫步军都指挥使田重进领其役。（宋史河渠志）,
0,,ev_689,,九年春，“滑州复言房村河决，帝曰：近以河决韩村，发民治堤不成，安可重困吾民，当以诸军代之，乃发卒五万，……未几役成。”(《宋史·河渠志》),
0,,ev_689,,三月丁巳，滑州河决既塞，帝作《平河歌》赐近臣。（宋史本纪）,
0,,ev_690,,（八月）孟州河涨，坏浮梁，损民田。《宋史﹒五行志》,
0,,ev_691,,江水暴涨，坏官署、民舍，溺者千余人《宋史》卷61《五行一上》,
0,,ev_692,,壬寅，河水溢 《宋史》卷4《太宗纪一》,
0,,ev_693,,大水《宋史》卷4《太宗纪一》,
0,,ev_694,,延州南北两河涨，溢入东西两城，坏官寺、民舍。孟州河涨，坏浮梁，损民田。雅州江水涨九丈，坏民庐舍。新州江涨，入南砦，坏军营《宋史》卷61《五行一上》,
0,,ev_695,,郎江溢《宋史》卷61《五行一上》,
0,,ev_696,,大水《宋史》卷5《太宗纪二》,
0,,ev_697,,大霖雨《宋史》卷65《五行三》,
0,,ev_698,,大雨，遣使祷岳渎，至夕雨止《宋史》卷5《太宗纪二》,
0,,ev_699,,大水《宋史》卷5《太宗纪二》,
0,,ev_700,,二月，澶、濮二州河清二百余里。《宋史·五行志》,
0,,ev_701,,水害民田《宋史》卷61《五行一上》,
0,,ev_702,,漳、滏二水涨《宋史》卷61《五行一上》,
0,,ev_703,,六月孟州河涨，河阳大水《宋史·五行志》,
0,,ev_704,,黄梅县堀口湖水涨，坏民田、庐舍皆尽，江水涨二丈八尺。孟州河涨《宋史》卷61《五行一上》,
0,,ev_705,,大雨，坏官私庐舍殆尽，溺死者百三十七人《宋史》卷65《五行三》,
0,,ev_706,,大水《宋史》卷5《太宗纪二》,
0,,ev_707,,洪、吉、江、蕲诸州水，河阳大水《宋史》卷5《太宗纪二》,
0,,ev_708,,闰二月，河水溢。京兆府河涨，陕州河涨，坏大堤。河水溢虞乡等七县。《宋史·本纪·五行志》,
0,,ev_709,,三月，诏：“长吏以下及巡河主埽使臣，经度行视河堤，勿至坏隳，违者当置于法。”（宋史河渠志）,
0,,ev_709,,埽名始见于此。（豫河续志）,
0,,ev_710,,闰三月河水溢。（宋史本纪）,
0,,ev_711,,四月，京兆府河涨，陕州河涨，坏大堤及五龙祠。（宋史五行志）,
0,,ev_712,,六月乙酉，汴水溢于浚仪县，坏连堤，浸民田；上亲临视，督卫士塞之。（宋史五行志）,
0,,ev_712,,今河南开封府祥符县西北。（治水述要）,
0,,ev_713,,六月，博州大霖雨，河涨，坏民庐舍八百七十区。 《宋史·五行志》,
0,,ev_713,,博州河涨，坏民庐舍。（宋史五行志）,
0,,ev_714,,河水溢《宋史》卷5《太宗纪二》,
0,,ev_715,,汴水决《宋史》卷5《太宗纪二》,
0,,ev_716,,河水、汴水溢《宋史》卷5《太宗纪二》,
0,,ev_717,,辛卯，（河）又决于宋城县。博州大霖雨，河涨，坏民庐舍八百七十区。亳州河溢，东城泛民田、庐舍《宋史》卷61《五行一上》,
0,,ev_718,,大水《宋史》卷5《太宗纪二》,
0,,ev_719,,齐州明水涨，坏黎济砦城百余堵。复州蜀、汉二江水涨，坏民田、庐舍。泗州招信县大雨，山河涨，漂浸民田、庐舍。死者二十一人《宋史》卷61《五行一上》,
0,,ev_720,,河溢《宋史》卷5《太宗纪二》,
0,,ev_721,,河溢《宋史》卷5《太宗纪二》,
0,,ev_722,,河溢《宋史》卷5《太宗纪二》,
0,,ev_723,,辛卯，（河）又决于宋城县。《宋史》卷61《五行一上》,
0,,ev_724,,十月，上津县大雨，河水溢，坏民舍，溺者三十七人。（宋史五行志）,
0,,ev_725,,（聊城）河决，移治于孝武渡西。《宋史﹒地理志》,
0,,ev_726,,洛水溢《宋史》卷5《太宗纪二》,
0,,ev_727,,霖雨《宋史》卷65《五行三》,
0,,ev_728,,秋大雨《宋史·河渠志·五行志》,
0,,ev_729,,九月，澶州河涨，冲陷北城，坏居人庐舍、官署、仓库殆尽，民溺死者甚众。（宋史河渠志）,
0,,ev_729,,十月河决陷澶州北城，坏庐舍七千余，溺死者甚多。,
0,,ev_729,,河水溢，坏澶州；江溢，陷涪州《宋史》卷5《太宗纪二》,
0,,ev_730,,十月，澶州河决，水西北流入御河，浸大名府城。 《宋史·五行志》,
0,,ev_731,,巡河供奉官梁睿上言：“滑州土脉疏，岸善溃，每岁河决南岸，害民田。请于迎阳凿渠引水。凡四十里，至黎阳合大河，以防暴涨。”帝许之。（宋史河渠志）,
0,,ev_732,,大雨，牛头河涨二十丈，没溺居人、庐舍《宋史》卷61《五行一上》,
0,,ev_733,,大雨《宋史》卷5《太宗纪二》,
0,,ev_734,,大雨，十昼夜不止，朱雀、崇明门外积水尤甚，军营、庐舍多坏《宋史》卷65《五行三》,
0,,ev_735,,霖雨，秋稼多败《宋史》卷65《五行三》,
0,,ev_736,,正月，滑州言新渠成，帝又按图，命昭宣使罗州刺史杜彦钧率兵夫，计功十七万，凿河开渠，自韩村埽至州西铁狗庙，凡十五余里，复合于河，以分水势。（宋史河渠志）,
0,,ev_737,,雨水害稼《宋史》卷65《五行三》,
0,,ev_738,,闰七月陕州河涨《宋史·五行志》,
0,,ev_739,,闰七月（七月）郓州河涨，坏连堤四处。（宋史五行志）,
0,,ev_740,,瀍、涧、洛三水涨，坏镇国桥《宋史》卷61《五行一上》,
0,,ev_741,,汴水决《宋史》卷5《太宗纪二》,
0,,ev_742,,河涨《宋史》卷61《五行一上》,
0,,ev_743,,河涨，坏连堤四处《宋史》卷61《五行一上》,
0,,ev_744,,四月河决郓州，诏徙州城《宋史·本纪》,
0,,ev_745,,七月齐州清、黄河泛溢，坏田庐。（宋史五行志）,
0,,ev_746,,七月庚午，宁化军汾水涨，坏北水门，山石摧圮，军士有压死者。《宋史·五行志》,
0,,ev_747,,侍禁、阁门抵候王寿永使彭州回，至凤翔府境，山水暴涨，家属八人溺死。齐州清、黄河泛溢，坏田庐《宋史》卷61《五行一上》,
0,,ev_748,,五月，“河决郓州王陵埽，浮巨野人淮泗，水势悍激，侵迫州城，命使率诸州丁男二万人塞之，逾月而毕。”(《宋史·河渠志》),
0,,ev_748,,"五月河决郓州王陵埽，浮钜野，入淮泗，水迫州城。郓州城徙《长编》, 《宋史·河渠志》",
0,,ev_748,,五月，河决郓州王陵埽，浮巨野，入淮泗，水势悍激，侵迫州城。 《宋史·河渠志》河决郓州，诏徙州城。 《宋史·真宗本纪》,
0,,ev_749,,郓州城中常苦水，遣陈若拙经度，徙城于东南十五里。（北河纪）,
0,,ev_749,,壬寅，河决郓州，诏徙州城《宋史》卷6《真宗纪一》,
0,,ev_750,,诏：“缘河官吏，虽秩满，须水落受代。知州、通判两月一巡堤，县令、佐迭巡堤防，转运使勿委以他职。”又申严盗伐河上榆柳之禁。（宋史河渠志）,
0,,ev_751,,汗水溢，民有溺死者《宋史》卷61《五行一上》,
0,,ev_752,,水灾，遣使安抚《宋史》卷6《真宗纪一》,
0,,ev_753,,洿谷水溢夏阳县，溺死者数十人《宋史》卷61《五行一上》,
0,,ev_754,,北宋咸平五年(1002年)夏州旱，保吉(继迁)令民筑堤防引河水以溉田，八月大雨，河防决，雨九昼夜不止，河水暴涨，防四决，蕃汉漂溺无数。《西夏书事》卷七,
0,,ev_755,,六月，京师大雨，漂坏庐舍，民有压死者；积潦浸道路，自朱雀门东抵宣化门尤甚，皆注惠民河，河复涨，溢军营。《宋史·五行志》,
0,,ev_755,,大雨，坏庐舍，民有压死者，振恤其家《宋史》卷6《真宗纪一》,
0,,ev_756,,水，坏民田《宋史》卷61《五行一上》,
0,,ev_757,,水灾《宋史》卷7《真宗纪二》,
0,,ev_758,,九月河决澶州横陇埽，闰九月发兵夫修堵《宋史·五行志》,
0,,ev_759,,丁酉，宋州汴水决。乙巳，河决澶州《宋史》卷7《真宗纪二》,
0,,ev_760,,乙巳，河决《宋史》卷7《真宗纪二》,
0,,ev_761,,山水泛溢，坏民舍、军营，多溺死者《宋史》卷61《五行一上》,
0,,ev_762,,乙未，汴水暴涨《宋史》卷7《真宗纪二》,
0,,ev_763,,应天府汴水决，南注亳州，合浪宕渠东入于淮《宋史》卷61《五行一上》,
0,,ev_764,,山水坏石桥《宋史》卷61《五行一上》,
0,,ev_765,,大雨，坏鼓角楼门，压死者四人《宋史》卷65《五行三》,
0,,ev_766,,七月河溢澶州，坏王八埽，发兵修堵《宋史·五行志》,
0,,ev_766,,秋河溢澶州王八埽，发兵夫治之。（淮系年表）,
0,,ev_766,,在州西南。,
0,,ev_767,,郑州索水涨，高四丈许，漂荥阳县居民四十二户，有溺死者。邓州江水暴涨。南剑州山水泛溢，漂溺居人《宋史》卷61《五行一上》,
0,,ev_768,,惠民河决《宋史》卷61《五行一上》,
0,,ev_769,,大水《宋史》卷61《五行一上》,
0,,ev_770,,大水，漂溺民居《宋史》卷61《五行一上》,
0,,ev_771,,大风雨，折木，坏城门、军营、民舍，压溺千余人《宋史》卷65《五行三》,
0,,ev_772,,甲辰，兖州霖雨害稼《宋史》卷7《真宗纪二》,
0,,ev_773,,惠民河决，坏民田《宋史》卷61《五行一上》,
0,,ev_774,,九月，河决河中府白浮梁村。（宋史五行志）,
0,,ev_775,,十月，判河中府陈尧叟言：“白浮图村河水决溢，为南风激还故道。”（宋史河渠志）,
0,,ev_776,,十一月丁酉，陕西河清。十二月乙巳，河再清，当汾水合流处清如汾水。《宋史·五行志》,
0,,ev_777,,霖雨《宋史》卷65《五行三》,
0,,ev_778,,大雨，平地数尺，坏军营、民舍，多压者，近畿积潦《宋史》卷65《五行三》,
0,,ev_779,,河决河中府白浮梁村《宋史》卷61《五行一上》,
0,,ev_780,,遣使滑州，经度西岸，开减水河。（宋史河渠志）,
0,,ev_781,,八月，河决通利军，大名府御河溢，合流坏府城，害田，人多溺死。（宋史五行志）,
0,,ev_781,,八月，河决通利军（通利军后又名安利军），大名府御河溢，合流坏府城，成灾。,
0,,ev_782,,乙丑，河决通利军，合御河，坏城及伤田庐《宋史》卷8《真宗纪三》,
0,,ev_783,,九月，隶州河决聂家口。（宋史河渠志）九月，棣州河决聂家口。,
0,,ev_783,,即聂索。（阳信县志）,
0,,ev_784,,九月，河溢于孟州温县。（宋史五行志）,
