source_id,source,page,chinese_date,western_date,old_placename_chinese,modern_placename_chinese,event_type_chinese,event_name,event_description,primary_source_1,primary_source_2,notes
10300411,LYZS,408,景泰七年,1456,,,,黄河流域大水决溢,夏，河决开封、彰德,《明史·河渠志》,,
10300412,LYZS,408,天顺元年,1457,,,,黄河流域大水决溢,九月扬州、凤阳、淮安奏霖雨，河湖泛溢.  十月原武、荥泽奏六月以来连雨，黄河溢灾,《明实录》,,
10300413,LYZS,409,天顺二年,1458,,,,黄河流域大水决溢,开封府属四县雨多河溢淹民田1600顷,《明实录》,,
10300414,LYZS,409,天顺五年,1461,,,,黄河流域大水决溢,六月大雨武陟河直入原武，迁城《原武县志》,《明实录》,,
10300415,LYZS,410,天顺五年,1461,,,,黄河流域大水决溢,七月河涨，决汴梁土城砖城，城中低处深丈余，坏官民舍过半，军民溺死者甚多,《明实录》,,
10300416,LYZS,409,成化十二年,1476,,,,黄河流域大水决溢,四月陕西泾阳河决，朝邑、兰州黄河决，成灾,《明实录》,,
10300417,LYZS,409,成化十三年,1477,,,,黄河流域大水决溢,春河南黄河溢，淹睢州等地,《明实录》,,
10300418,LYZS,409,成化十四年,1478,,,,黄河流域大水决溢,南北直隶、山东、河南自五月大雨，河水泛溢，大灾,《河南通志》,,
10300419,LYZS,409,成化十四年,1478,,,,黄河流域大水决溢,是年四月河决杏花营,《明实录》,,
10300420,LYZS,409,成化十四年,1478,,,,黄河流域大水决溢,七月决延津西，又明年河徙城南,《明实录》,,
10300421,LYZS,409,成化十四年,1478,,,,黄河流域大水决溢,九月黄河溢冲决开封坏护城堤50丈，灾百家,《明实录》,,
10300422,LYZS,409,成化十七年,1481,,,,黄河流域大水决溢,河决河南,《明实录》,,
10300423,LYZS,409,成化十八年,1482,,,,黄河流域大水决溢,五月河南开封府州县黄河溢，堵塞,《明实录》,,
10300424,LYZS,409,成化十八年,1482,,,,黄河流域大水决溢,六至八月晋东南豫北淫雨达三月之久。沁河、洛河大水，决淹沁阳、武陟、济源。据阳城九女台调查洪水14000立方米每秒，为近500年来最大洪水,《历史洪水调查》,,
10300425,LYZS,409,弘治二年,1489,,,,黄河流域大水决溢,五月“河决开封黄沙岗、苏村野场至洛里堤之莲池、高门、冈王马头、红船湾六处。又决埽头等五处入沁河。所经郡县多被害而汴梁尤甚”。决水分三四支，南、东北分流,《明实录》,,
10300426,LYZS,409,弘治四年,1491,,,,黄河流域大水决溢,十月黄河溢，赈开封、归德被灾之家。是年河决兰阳,《明实录》张文魁墓志,,
10300427,LYZS,410,弘治五年,1492,,,,黄河流域大水决溢,复决金龙口及黄陵冈，冲决张秋运河堤。八月兰阳、考城、曹县、郓城大灾，逼运河。七年始堵张秋决口,"《河防一览》, 《明实录》",,
10300428,LYZS,410,弘治六年,1493,,,,黄河流域大水决溢,决张秋东堤，夺汶水以入海。河水灌中牟县城,"《淮系年表》, 民国《中牟县志》",,
10300429,LYZS,410,弘治九年,1496,,,,黄河流域大水决溢,河南中牟、兰阳、仪封、考城四县河决,《明实录》,,
10300430,LYZS,410,弘治十一年,1498,,,,黄河流域大水决溢,秋，河决归德小坝子（归德西北）。又决祥符县侯家潭,《明实录》,,
10300431,LYZS,410,弘治十三年,1500,,,,黄河流域大水决溢,六月河决李家、杨家等口，淹曹、单等处。河南决丁家道口上下，河决者十二处，宽300余丈，河道淤塞者30余里,《明实录》《明史·河渠志》,,
10300432,LYZS,410,弘治十七年,1504,,,,黄河流域大水决溢,河决曹县，徐州河道干涸，有碍粮运,《明实录》,,
10300433,LYZS,410,弘治十八年,1505,,,,黄河流域大水决溢,河忽北徙三百里至宿迁小河口入泗入淮,《淮系年表》,,
10300434,LYZS,410,正德二年,1507,,,,黄河流域大水决溢,黄河徙入泡河，大水坏民禾稼居舍,《沛县志》,,
10300435,LYZS,410,正德三年,1508,,,,黄河流域大水决溢,河又北徙三百里.  到徐州小浮桥,《明史·河渠志》,,
10300436,LYZS,410,正德四年,1509,,,,黄河流域大水决溢,六月又北徙120里至沛县飞云桥俱入运河.  溢决曹县杨家口，又决黄陵冈、尚家等口，淹曹、单二县。九月又决曹县，梁靖等口，淹曹县，围丰县城，水阔百余里，北至飞云桥入运,《明实录》,,
10300437,LYZS,410,正德五年,1510,,,,黄河流域大水决溢,九月，河自仪封北徙，冲黄陵冈，入贾鲁河，横流抵丰、沛,《明实录》,,
10300438,LYZS,410,正德八年,1513,,,,黄河流域大水决溢,六月决黄陵冈，七月决曹县西二口,"《明实录》, 《河防一览》",,
10300439,LYZS,410,正德十年,1515,,,,黄河流域大水决溢,决陈家等口，曹、单、等县灾,《明实录》,,
10300440,LYZS,411,正德十一年,1516,,,,黄河流域大水决溢,九月河决，冲没城武县（今成武）,《明实录》,,
10300441,LYZS,411,正德十四年,1519,,,,黄河流域大水决溢,五月河水涨，淹城武、单县,《明实录》,,
10300442,LYZS,411,嘉靖二年,1523,,,,黄河流域大水决溢,秋，河决沛县,《淮安府志》,,
10300443,LYZS,411,嘉靖五年,1526,,,,黄河流域大水决溢,六月徐，沛河水溢,《明实录》,,
10300444,LYZS,411,嘉靖六年,1527,,,,黄河流域大水决溢,六月决徐州及曹、单、城武、丰、沛等县，杨家口、梁靖口、吴士举等处，冲入昭阳湖,《明实录》,,
10300445,LYZS,411,嘉靖七年,1528,,,,黄河流域大水决溢,河决，淤庙道口三十余里,《明实录》,,
10300446,LYZS,411,嘉靖九年,1530,,,,黄河流域大水决溢,六月河决曹县胡村寺东,《明实录》,,
10300447,LYZS,411,嘉靖十一年,1532,,,,黄河流域大水决溢,六月河溢，圮孟津城，迁治于西,《明实录》,,
10300448,LYZS,411,嘉靖十三年,1534,,,,黄河流域大水决溢,河决赵皮寨，分支入淮.  十月全河南涨，自夏邑之古回村决数口，转东北，经萧县出徐州小浮桥,《明实录》,,
10300449,LYZS,411,嘉靖十七年,1538,,,,黄河流域大水决溢,河决考城金相寺口，自归德南入淮，旋堵,《沧溟集》,,
10300450,LYZS,411,嘉靖十九年,1540,,,,黄河流域大水决溢,河决野鸡冈，南流由亳州入涡，徐、吕水涸,《河防一览》,,
10300451,LYZS,411,嘉靖二十年,1541,,,,黄河流域大水决溢,河决淮安大清口,《淮安府志》,,
10300452,LYZS,411,嘉靖二十一年,1542,,,,黄河流域大水决溢,河决封丘陈桥集,《方舆纪要》,,
10300453,LYZS,411,嘉靖二十四年,1545,,,,黄河流域大水决溢,决野鸡冈而南至泗州合淮，溢蒙城、五河、临淮等县,"《明会典》, 《明史·河渠志》",,
10300454,LYZS,411,嘉靖二十五年,1546,,,,黄河流域大水决溢,河决曹县，淹金乡、鱼台、单县。沁决发原村,《明会典》,,
10300455,LYZS,411,嘉靖二十六年,1547,,,,黄河流域大水决溢,秋河决曹县，水入城，淹金乡、鱼台、定陶、城武，冲谷亭,《明实录》,,
10300456,LYZS,412,嘉靖三十年,1551,,,,黄河流域大水决溢,河溢徐州北岸，大河冲开草湾，正河淤，未几堵塞,"《河防一览》, 《河渠纪闻》",,
10300457,LYZS,412,嘉靖三十一年,1552,,,,黄河流域大水决溢,八月河决徐州，自房村至新安，淤运道五十里,《明实录》,,
10300458,LYZS,412,嘉靖三十四年,1555,,,,黄河流域大水决溢,河决飞云桥，昭阳湖淤为平阜,《中国水利史稿·下册》,,
10300459,LYZS,412,嘉靖三十七年,1558,,,,黄河流域大水决溢,河自段家口分为六支入运，又由砀山分为五支出小浮桥,《河防一览》,,
10300460,LYZS,412,嘉靖三十八年,1559,,,,黄河流域大水决溢,河决曹县旧老堤、南长堤，七月河决原武判官村八百丈，水势由中牟经开封西南通府城，塞之,《郡国利病书》,,
10300461,LYZS,412,嘉靖四十四年,1565,,,,黄河流域大水决溢,七月河决沛县上下，200里运道俱淤,《明实录》,,
10300462,LYZS,412,隆庆三年,1569,,,,黄河流域大水决溢,七月河决沛县，自考城抵徐州大灾。漕舟2000余阻邳州。八、九月陕西大水，朝邑、华阴“河溢数丈”，华阴“民人流没，浮尸遍野”,《明实录》,,
10300463,LYZS,412,隆庆四年,1570,,,,黄河流域大水决溢,渭河溢数丈，漂流人民，浮尸遍野。九月河决邳州，自睢宁白浪浅至宿迁小河口淤180里,《明实录》,,
10300464,LYZS,412,隆庆五年,1571,,,,黄河流域大水决溢,四月决灵璧双沟而下，北决三口，南决八口，散漫入小河，正河淤,《明史·河渠志》,,
10300465,LYZS,412,隆庆六年,1572,,,,黄河流域大水决溢,七月二十七日，黄水骤涨，自徐砀至淮扬，一夕丈余，一流悉城巨浸，清河、山阳、安东、盐城、邳、桃、宿、睢被灾尤甚,康熙《淮安府志》,,
10300466,LYZS,412,万历元年,1573,,,,黄河流域大水决溢,河决徐州房村,《南河全考》,,
10300467,LYZS,412,万历二年,1574,,,,黄河流域大水决溢,四月决邳淮以下清口,《明实录》,,
10300468,LYZS,412,万历三年,1575,,,,黄河流域大水决溢,八月决砀山及邵家口、曹家庄、韩登家口等处。河决崔镇，清江正河淤淀。河淮并涨，南北千里漂没,"《明实录》, 《明史·河渠志》",,
10300469,LYZS,413,万历四年,1576,,,,黄河流域大水决溢,七月以后河决曹县韦家楼，丰、沛、曹等县长堤，大灾。八月决徐州梨林铺、桃源崔镇,《明实录》,,
10300470,LYZS,413,万历五年,1577,,,,黄河流域大水决溢,八月河决崔镇，宿、沛、清、桃岸堤多坏,《明史·河渠志》,,
10300471,LYZS,413,万历八年,1580,,,,黄河流域大水决溢,河决啮城，甃石障之。渐徙而西，去城十里,《蒲州志》,,
10300472,LYZS,413,万历十四年,1586,,,,黄河流域大水决溢,五月河决淮安城东范家口，灌淮安城,《明实录》,,
10300473,LYZS,413,万历十五年,1587,,,,黄河流域大水决溢,秋决河南灵宝、封丘、开封，直隶东明、长垣，又决祥符刘兽医口、兰阳铜瓦厢、原武.  沁河亦决,《河防一览》,,
10300474,LYZS,413,万历十七年,1589,,,,黄河流域大水决溢,六月决祥符刘兽医口月堤，漫出李景高口新堤，冲入夏镇内河，大灾,《明实录》,,
10300475,LYZS,413,万历十八年,1590,,,,黄河流域大水决溢,河溢徐州城中，积水逾年,《明史·河渠志》,,
10300476,LYZS,413,万历十九年,1591,,,,黄河流域大水决溢,九月泗州大水.  河决山阳。江都邵伯湖水溢成灾,《明实录》,,
10300477,LYZS,413,万历二十一年,1593,,,,黄河流域大水决溢,五月河决单县黄堌口，一由徐州出小浮桥，一由旧河达镇口闸。邳州城陷，各河、湖俱涨溢、决口,《明史·河渠志》,,
10300478,LYZS,413,万历二十二年,1594,,,,黄河流域大水决溢,塞湖堤决口，淮水泛溢淹没泗州城,《明实录》,,
10300479,LYZS,413,万历二十三年,1595,,,,黄河流域大水决溢,决高邮堤及高家堰、高良涧，水患愈甚,《明实录,,
10300480,LYZS,413,万历二十五年,1597,,,,黄河流域大水决溢,四月复决黄堌口，溢夏邑永城,《明实录,,
10300481,LYZS,413,万历二十九年,1601,,,,黄河流域大水决溢,九月决开封张家楼、商丘蒙墙寺，冲决萧家口，全河南注,《明实录,,
10300482,LYZS,414,万历三十一年,1603,,,,黄河流域大水决溢,四月水涨，冲鱼、单、丰、沛、归旧河。秋决单县苏家庄，曹县缕堤，沛县四铺口太行堤，濮昭阳湖，入夏镇，横冲运道,《明实录》,,
10300483,LYZS,414,万历三十二年,1604,,,,黄河流域大水决溢,秋决丰县，由昭阳湖穿李家口，出镇口，上灌南阳，单县又决，鱼台、济宁间平地成湖,《明史·河渠志》,,
10300484,LYZS,414,万历三十四年,1606,,,,黄河流域大水决溢,六月决萧县郭煖楼人字堤，北支至茶城、镇口，旋堵,《明史·河渠志》,,
10300485,LYZS,414,万历三十五年,1607,,,,黄河流域大水决溢,决单县.  杨村集以下，陈家楼以上，两堤岸冲决多口，徐属州县为巨浸,"《明史·河渠志》, 《明实录》",,
10300486,LYZS,414,万历三十九年,1611,,,,黄河流域大水决溢,六月决徐州狼矢沟,《明史·河渠志》,,
10300487,LYZS,414,万历四十年,1612,,,,黄河流域大水决溢,九月，决徐州三山，冲缕堤280丈，遥堤170余丈，梨林铺以下20里正河悉淤为平陆,《明史·河渠志》,,
10300488,LYZS,414,万历四十二年,1614,,,,黄河流域大水决溢,河决灵璧陈铺,《明史·河渠志》,,
10300489,LYZS,414,万历四十四年,1616,,,,黄河流域大水决溢,五月河决，狼矢沟（狼城岗）冲入河,《南河全考》,,
10300490,LYZS,415,万历四十四年,1616,,,,黄河流域大水决溢,六月决开封陶家店、张家湾，下陈留，入亳州涡河,《南河全考》,,
10300491,LYZS,414,万历四十七年,1619,,,,黄河流域大水决溢,九月河决阳武脾沙冈，由封丘、曹、单至考城复入旧河,《明史·河渠志》,,
10300492,LYZS,414,天启元年,1621,,,,黄河流域大水决溢,河决灵璧双沟黄铺，出白洋小河口，归黄，堵.  淮安黄、淮、运各河涨决，水灌城，舟行街市，次年塞,《南河全考》,,
10300493,LYZS,414,天启三年,1623,,,,黄河流域大水决溢,决徐州青田大龙口，吕梁城南隅陷，沙高平地丈许，双沟决口亦满，上下150里成平陆,《明史·河渠志》,,
10300494,LYZS,414,天启四年,1624,,,,黄河流域大水决溢,六月决徐州魁山堤，灌城、城中水深一丈三尺,《明史·河渠志》,,
10300495,LYZS,415,天启六年,1626,,,,黄河流域大水决溢,七月河决淮安，入骆马湖，灌邳州、宿迁,《明史·河渠志》,,
10300496,LYZS,415,崇祯二年,1629,,,,黄河流域大水决溢,春河决曹县十四铺。四月决睢宁，七月城坍,《明史·河渠志》,,
10300497,LYZS,415,崇祯四年,1631,,,,黄河流域大水决溢,夏河决原武湖村镇。又决封丘荆隆口.  六月黄淮交涨，海口拥塞，河决建义堵口。下灌兴化、盐城，水深二丈，村落尽漂没,《明史·河渠志》,,
10300498,LYZS,415,崇祯五年,1632,,,,黄河流域大水决溢,山西、河南连降大雨，秋陕州“淫雨四十日，民屋倾坏大半”，“河涨溢至上河头街，河神庙被淹”,《明史·五行志》,,
10300499,LYZS,415,崇祯七年,1634,,,,黄河流域大水决溢,六月河决沛县满坝及陈岸水口,《崇祯长编》,,
10300500,LYZS,415,崇祯九年,1636,,,,黄河流域大水决溢,六月决长山堤口（徐州），八月溢萧、丰两县,《县志》,,
10300501,LYZS,415,崇祯十五年,1642,,,,黄河流域大水决溢,九月李自成围开封久，明守臣决朱家寨，河灌义军，义军决上游三十里之马家口，二股合流入城，溺死居民数十万。水东南走鄢陵、鹿邑自亳入涡水,《崇祯长编》,,据考七月初城有37.4万人，九月初剩3万余人，中旬河入城死数万
10300502,LYZS,415,清顺治元年,1644,,,,黄河流域大水决溢,决单县小宋口，冲入运河。秋，决温县,"《行水金鉴》, 《清史稿·杨方兴传》",,
10300503,LYZS,415,顺治二年,1645,,,,黄河流域大水决溢,塞小宋口。七月决考城流通集，分二股入运，四年堵。徐、邳、淮、扬亦多决口,"《行水金鉴》, 《清史稿·河渠志》",,
10300504,LYZS,415,顺治三年,1646,,,,黄河流域大水决溢,流通集塞，全河下注，势湍激，由汶上决上蜀山湖,《中国水利史稿·下册》,,
10300505,LYZS,415,顺治五年,1648,,,,黄河流域大水决溢,霖雨40余日渭河溢，崩南岸。闰四月堵朱家寨口，复决兰阳,《行水金鉴》,,
10300506,LYZS,416,顺治七年,1650,,,,黄河流域大水决溢,八月河决荆隆、朱源寨，冲沙湾运河入海。河内沁水决,《行水金鉴》,,
10300507,LYZS,,,,,,,黄河流域大水决溢,,《清史稿·河渠志》,,
10300508,LYZS,416,顺治九年,1652,,,,黄河流域大水决溢,灵台、秦州（今天水）洪水成灾。决封丘大王庙，从长垣趋东昌，坏平安堤入海。又决邳州、睢宁,"《甘肃通志稿·变异志》, 乾隆《平凉府志·碑记》",,
10300509,LYZS,416,顺治十一年,1654,,,,黄河流域大水决溢,复决封丘大王庙,《清史稿·河渠志》,,
10300510,LYZS,416,顺治十四年,1657,,,,黄河流域大水决溢,决祥符槐疙疸，又决陈留孟家埠,《清史稿·河渠志》,,
10300511,LYZS,416,顺治十五年,1658,,,,黄河流域大水决溢,决山阳柴沟姚家湾，旋塞。复决阳武慕家楼,《清史稿·河渠志》,,
10300512,LYZS,416,顺治十六年,1659,,,,黄河流域大水决溢,决归仁堤,《清史稿·河渠志》,,
10300513,LYZS,416,顺治十七年,1660,,,,黄河流域大水决溢,决陈留郭家埠、虞城罗家口，随塞,《清史稿·河渠志》,,
10300514,LYZS,416,康熙元年,1662,,,,黄河流域大水决溢,五月决曹县石香炉、武陟大村、睢宁孟家湾。六月决开封黄练集，淹以南七州县。七月再决归仁堤。是年大水，渭、延、清涧、昕水、北干流南段，汾河、涑水、伊洛、沁河以及黄河下游上下同时遭遇暴雨,"《五行志》, 《行水金鉴》, 《清史稿·河渠志》",,
10300515,LYZS,416,康熙二年,1663,,,,黄河流域大水决溢,决睢宁武官营及朱家营,《清史稿·河渠志》,,
10300516,LYZS,416,康熙三年,1664,,,,黄河流域大水决溢,决杞县及祥符阎家寨，再决朱家营，旋塞,《清史稿·河渠志》,,
10300517,LYZS,416,康熙四年,1665,,,,黄河流域大水决溢,河决虞城、永城、夏邑三县，庐舍田禾多被淹没,《行水金鉴》,,
10300518,LYZS,416,康熙六年,1667,,,,黄河流域大水决溢,决桃源烟墩，萧县石将军庙，又决桃源黄家嘴，水势尽注洪泽湖，高邮水高几十丈，城门堵塞，乡民溺毙数万,《清史稿·河渠志》,,
10300519,LYZS,416,康熙八年,1669,,,,黄河流域大水决溢,决清河三叉口，又决清水潭,《清史稿·河渠志》,,
10300520,LYZS,417,康熙九年,1670,,,,黄河流域大水决溢,上游宁夏河溢，下游决曹县牛市屯，又决单县谯楼寺，灌清河县治,《清史稿·河渠志》,,
10300521,LYZS,417,康熙十年,1671,,,,黄河流域大水决溢,春河溢萧县，六月决清河五堡、桃源陈家楼，即塞。八月决七里沟,《清史稿·河渠志》,,
10300522,LYZS,417,康熙十一年,1672,,,,黄河流域大水决溢,秋，决萧县两河口。邳州塘池旧城，又溢虞城,《清史稿·河渠志》,,
10300523,LYZS,417,康熙十三年,1674,,,,黄河流域大水决溢,决桃源新庄口及王家营又自新河郑家口北决,《清史稿·河渠志》,,
10300524,LYZS,417,康熙十四年,1675,,,,黄河流域大水决溢,决徐州潘家塘、宿迁蔡家楼，又决睢宁花山坝，复灌清河治，民多流亡,《清史稿·河渠志》,,
10300525,LYZS,417,康熙十五年,1676,,,,黄河流域大水决溢,夏久雨，黄河倒灌洪泽湖，高家堰决口34处。运堤高邮清水潭，陆漫沟之三大泽，共决三百余丈。又决宿迁白洋河、于家冈，清河之张庄、王家营，安东之邢家口、二铺口，山阳之罗家口、夏家口、吕家口、洪家口等处,"《行水金鉴》, （以下简称《金鉴》）",,先塞桃源决口，再复决口
10300526,LYZS,417,康熙十六年,1677,,,,黄河流域大水决溢,七月河决宿迁杨家庄200余丈,《金鉴》,,
10300527,LYZS,417,康熙十七年,1678,,,,黄河流域大水决溢,河复决砀山石家庄庙，萧县九里沟,《清史稿·河渠志》,,
10300528,LYZS,417,康熙二十一年,1682,,,,黄河流域大水决溢,五月决宿迁徐家湾，随塞。六月又决萧家渡,《清史稿·河渠志》,,
10300529,LYZS,417,康熙三十五年,1696,,,,黄河流域大水决溢,大水决张家庄，河会丹沁，逼荥泽，徙治高埠。又决安东童家营，水入射阳湖,《金鉴》,,
10300530,LYZS,417,康熙三十六年,1697,,,,黄河流域大水决溢,决时家马头，二年后塞,《清史稿·河渠志》,,
10300531,LYZS,417,康熙四十六年,1707,,,,黄河流域大水决溢,八月，决丰县吴家庄，随塞,《清史稿·河渠志》,,
10300532,LYZS,417,康熙四十八年,1709,,,,黄河流域大水决溢,六月漫决兰阳雷家集、仪封洪邵湾及水驿张家庄,《金鉴》,,
10300533,LYZS,418,康熙六十年,1721,,,,黄河流域大水决溢,八月决武陟詹家店、马营口、魏家口，东冲张秋运河出海，冬塞,《续行水金鉴》以下简称《续金鉴》,,
10300534,LYZS,418,康熙六十一年,1722,,,,黄河流域大水决溢,正月，马营口复决，冲张秋，奔大清河出海。六月沁水涨溢，冲塌秦家厂南北坝台及大坝。九月北坝又决，马营亦漫开,《清史稿·河渠志》,,
10300535,LYZS,418,雍正元年,1723,,,,黄河流域大水决溢,六月，决中牟十里店，娄家庄，由刘家寨南入贾鲁河。七月，决梁家营、詹家店，随塞。九月，决郑州来童寨民堤，并冲决中牟杨桥官堤，寻塞,《清史稿·河渠志》,,
10300536,LYZS,418,雍正二年,1724,,,,黄河流域大水决溢,六月，决仪封大寨、兰阳板桥，逾月塞之,《清史稿·河渠志》,,
10300537,LYZS,418,雍正三年,1725,,,,黄河流域大水决溢,六月，决睢宁朱家海，东注洪泽湖,《清史稿·河渠志》,,
10300538,LYZS,418,雍正四年,1726,,,,黄河流域大水决溢,四月，塞未竣，河水陡涨，冲塌东岸坝台，睢宁、虹、泗、桃源、宿迁悉被淹,《清史稿·河渠志》,,
10300539,LYZS,418,雍正八年,1730,,,,黄河流域大水决溢,决宿迁及桃源沈家庄，旋塞,《河渠志》,,
10300540,LYZS,418,乾隆元年,1736,,,,黄河流域大水决溢,四月溢砀山毛城铺闸口，下游数县灾,《续金鉴》,,
10300541,LYZS,418,乾隆四年,1739,,,,黄河流域大水决溢,五月决曹州赵家集，即塞,《续金鉴》,,
10300542,LYZS,418,乾隆七年,1742,,,,黄河流域大水决溢,决丰县石林、黄村。夺溜东趋，又决沛县缕堤，旋塞,《清史稿·河渠志》,,
10300543,LYZS,418,乾隆十年,1745,,,,黄河流域大水决溢,秋七月陇右大雨水，渭河、藉河洪水成灾.  决阜宁陈家浦。黄淮交涨，淹沿河州县,《续金鉴》,,
10300544,LYZS,418,乾隆十六年,1751,,,,黄河流域大水决溢,六月决阳武，一支冲张秋，过运入海，一支自南阳湖入运，十一月堵,《续金鉴》,,
10300545,LYZS,418,乾隆十八年,1753,,,,黄河流域大水决溢,八月决阳武，九月冲决铜山张家马路，冲塌内堤月堤200余丈，南注灵、虹诸邑，入洪泽湖,《续金鉴》,,
10300546,LYZS,419,乾隆二十一年,1756,,,,黄河流域大水决溢,决铜山孙家集，随塞,《清史稿·河渠志》,,
10300547,LYZS,419,乾隆二十三年,1758,,,,黄河流域大水决溢,七月，决窦家寨，直注毛城铺漫开金门土坝,《清史稿·河渠志》,,
10300548,LYZS,419,乾隆二十六年,1761,,,,黄河流域大水决溢,七月沁、洛、黄并涨，武陟、开封、兰阳、曹县、中牟南北俱决，大溜直趋贾鲁河。决口26处.  汜水、巩县水害严重，17日山洪冲塌汜水县城,"《续金鉴》.  《故宫档案》, （奏折）",,今人考证下游最大洪峰达32000立方米每秒
10300549,LYZS,419,乾隆三十一年,1766,,,,黄河流域大水决溢,决铜沛厅之韩家堂，旋塞,《清史稿·河渠志》,,
10300550,LYZS,419,乾隆三十八年,1773,,,,黄河流域大水决溢,五月，河溢朝邑，涨至二丈五尺，居民多漂没,《清史稿·河渠志》,,
10300551,LYZS,419,乾隆三十九年,1774,,,,黄河流域大水决溢,八月漫决淮安南岸老坝口，淹淮安城,《续金鉴》,,
10300552,LYZS,419,乾隆四十三年,1778,,,,黄河流域大水决溢,六月漫决祥符时和驿，十二月始全堵。闰六月仪封考城九处，唯仪封十六堡夺溜南下，由考城、商丘、永城、亳州人涡,《续金鉴》,,
10300553,LYZS,419,乾隆四十四年,1779,,,,黄河流域大水决溢,四月，北坝复陷二十丈余。六月，沁河决武陟、沁阳、温县,《清史稿·河渠志》,,
10300554,LYZS,419,乾隆四十五年,,,,,黄河流域大水决溢,六月，决睢宁郭家渡，入洪泽湖，又决考城、曹县，未几俱塞。十一月，张家油房塞而复开,《清史稿·河渠志》,,
10300555,LYZS,419,乾隆四十六年,1781,,,,黄河流域大水决溢,六月睢宁，八月堵。七月决祥符、仪封十余口，大溜归仪封北岸青龙冈，分二股入运河,《续金鉴》,,
10300556,LYZS,419,乾隆四十九年,1784,,,,黄河流域大水决溢,八月睢州决，十一月堵,《续金鉴》,,
10300557,LYZS,419,乾隆五十一年,1786,,,,黄河流域大水决溢,秋，决桃源司家庄及烟墩，十月塞,《清史稿·河渠志》,,
10300558,LYZS,419,乾隆五十二年,1787,,,,黄河流域大水决溢,夏，决睢州，入淮，十月塞,《清史稿·河渠志》,,
10300559,LYZS,419,乾隆五十四年,1789,,,,黄河流域大水决溢,夏决睢宁周家楼，十月塞,《清史稿·河渠志》,,
10300560,LYZS,420,乾隆五十九年,1794,,,,黄河流域大水决溢,六月漫决丰北曲家庄，即堵,《续金鉴》,,
10300561,LYZS,420,嘉庆元年,1796,,,,黄河流域大水决溢,六月，决丰汛六堡，刷开运河堤，分二股入微山湖，次年春堵,《清史稿·河渠志》,,
10300562,LYZS,420,嘉庆二年,1797,,,,黄河流域大水决溢,七月决砀山南岸，又决曹县北岸，前者堵成,《续金鉴》,,
10300563,LYZS,420,嘉庆三年,1798,,,,黄河流域大水决溢,八月决睢州，下分二股，由涡入淮。十一月始堵曹县口，次年春始堵睢州口,《续金鉴》,,
10300564,LYZS,420,嘉庆四年,1799,,,,黄河流域大水决溢,八月决砀汛邵家坝，十二月塞，复渗漏,《清史稿·河渠志》,,
10300565,LYZS,420,嘉庆六年,1801,,,,黄河流域大水决溢,九月，溢萧南唐家湾，十一月塞,《清史稿·河渠志》,,
10300566,LYZS,420,嘉庆八年,1803,,,,黄河流域大水决溢,九月决封丘北岸衡家楼，下冲张运河入海。次年三月堵,《续金鉴》,,
10300567,LYZS,420,嘉庆十一年,1806,,,,黄河流域大水决溢,七月，决宿迁周家楼。八月，决郭家房。先后塞之,《清史稿·河渠志》,,
10300568,LYZS,420,嘉庆十二年,1807,,,,黄河流域大水决溢,六月，漫山、安马港口、张家庄，分流由梯关外陈家浦，分流强半，由五辛港入射阳湖注海,《清史稿·河渠志》,,
10300569,LYZS,420,嘉庆十三年,1808,,,,黄河流域大水决溢,海口一带决口分流，是时以马港口最大，夺溜,《续金鉴》,,
10300570,LYZS,420,嘉庆十五年,1810,,,,黄河流域大水决溢,十一月，大风激浪，决山盱属仁、义、智三坝砖石堤3000余丈，及高堰属砖石堤1700余丈,《清史稿·河渠志》,,
10300571,LYZS,420,嘉庆十六年,1811,,,,黄河流域大水决溢,五月决王家营减坝土堤由海州、安东入海。七月决邳州，又决砀山南岸关庄坝迄西之李家楼，水入洪泽湖，先后于八月、十一月堵塞,《续金鉴》,,
10300572,LYZS,420,嘉庆十八年,1813,,,,黄河流域大水决溢,九月睢州汛决，水南入洪泽湖,《续金鉴》,,
10300573,LYZS,421,嘉庆二十三年,1818,,,,黄河流域大水决溢,六月溢虞城。七、八月间陕西大雨，四十余日，黄、渭、泾、洛各河同时涨发，渭河冲崩200村,《清史稿·河渠志》,,
10300574,LYZS,421,嘉庆二十四年,1819,,,,黄河流域大水决溢,七月决祥符、陈留、中牟、兰阳、仪封，由涡入淮。八月决武陟北岸马营坝，大溜穿张秋入大清河，一股入卫河，正河筑坝断流,《续金鉴》,,
10300575,LYZS,421,嘉庆二十五年,1820,,,,黄河流域大水决溢,二月堵马当坝口，引河抽沟800余里,《续金鉴》,,
10300576,LYZS,421,道光元年,1821,,,,黄河流域大水决溢,东平大清河岸马家庙、东岳庙长堤漫口，又杜家洼庄、后郑家庄、东莲花湾，单家楼漫口,《清史稿·河渠志》,,
10300577,LYZS,421,道光四年,1824,,,,黄河流域大水决溢,十一月大风，决高堰十三堡，山盱周桥之息浪阉坏石堤万一千余丈,《清史稿·河渠志》,,
10300578,LYZS,421,道光十一年,1831,,,,黄河流域大水决溢,七月，决杨河厅十四堡及马棚湾，十二月塞,《河渠志》,,
10300579,LYZS,421,道光十二年,1832,,,,黄河流域大水决溢,八月，决祥符。九月桃源民陈瑞纠众盗挖于家湾大堤，放淤肥田，致决口宽大，掣全溜入湖,《清史稿·河渠志》,,
